ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ
2025,45658,0.645833333,45658,0.855555556,9966397,กรมทางหลวง,ทางหลวง,108,,78.14,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.26476821,98.62977281,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45658,0.645833333,45658,0.860416667,9966416,กรมทางหลวง,ทางหลวง,340,สาลี - สุพรรณบุรี,56.4,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.3751412,100.1794416,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45658,0.645833333,45658,0.91875,9966478,กรมทางหลวง,ทางหลวง,2410,บ้านเหล่า - ดอนกลอย,0.55,อุดรธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,17.42919836,102.8154923,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45658,0.645833333,45659,0.211111111,9966610,กรมทางหลวง,ทางหลวง,42,กอตอ - ปูต๊ะ,174.95,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.488065847,101.66683,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2025,45658,0.645833333,45670,0.771527778,9971226,กรมทางหลวง,ทางหลวง,4269,ห้วยยอด - คลองมวน,6.46,,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.855176944,99.62968826,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2025,45658,0.647222222,45660,0.2625,9967399,กรมทางหลวง,ทางหลวง,340,สาลี - สุพรรณบุรี,56.35,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.37470367,100.1795899,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45658,0.649305556,45659,0.461805556,9966785,กรมทางหลวง,ทางหลวง,4,,911.288,,รถตู้,,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.515520085,98.6388826,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,9
2025,45658,0.652777778,45658,0.826388889,9966354,กรมทางหลวง,ทางหลวง,41,สวนสมบูรณ์ - เกาะมุกข์,101.439,,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,9.647159346,99.12353879,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45658,0.652777778,45658,0.855555556,9966404,กรมทางหลวง,ทางหลวง,228,ศรีบุญเรือง - วังหมื่น,57.2,หนองบัวลำภู,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.93792813,102.2620954,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45658,0.659722222,45660,0.275,9967404,กรมทางหลวง,ทางหลวง,340,โรงพยาบาลสรรคบุรี - ชัยนาท,160.11,ชัยนาท,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,15.15746692,100.1436426,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45658,0.666666667,45659,0.182638889,9966593,กรมทางหลวง,ทางหลวง,2008,,2,เพชรบูรณ์,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.77897349,101.2138667,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.666666667,45659,0.811111111,9967067,กรมทางหลวง,ทางหลวง,2091,สว่างแดนดิน - โคกสี,16.1,สกลนคร,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,17.60550585,103.4276801,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
2025,45658,0.666666667,45660,0.225,9967349,กรมทางหลวง,ทางหลวง,344,หนองปรือ - คลองเขต,46.804,,รถปิคอัพบรรทุก 4 ล้อ,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,13.14940569,101.3298024,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2025,45658,0.666666667,45666,0.656944444,9970386,กรมทางหลวง,ทางหลวง,304,ลาดตะเคียน - สี่แยกกบินทร์บุรี,162.85,ปราจีนบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.97591296,101.7425127,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2025,45658,0.66875,45660,0.805555556,9967821,กรมทางหลวง,ทางหลวง,323,หนองตะแครง - ลูกแก,0.2,ราชบุรี,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,13.79513559,99.95375544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.670138889,45695,0.509027778,9985818,กรมทางหลวง,ทางหลวง,212,หนองคาย - ปากสวย,2.346,หนองคาย,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.88629128,102.7616283,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.6875,45659,0.804861111,9967058,กรมทางหลวง,ทางหลวง,1096,,28.03,,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,18.85432432,98.7726903,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45658,0.6875,45660,0.263888889,9967402,กรมทางหลวง,ทางหลวง,340,สาลี - สุพรรณบุรี,53.15,สุพรรณบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,14.34674123,100.1891966,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025,45658,0.6875,45660,0.625694444,9967667,กรมทางหลวง,ทางหลวง,215,,15,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,15.92585322,103.6972247,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45658,0.688194444,45663,0.718055556,9969864,กรมทางหลวง,ทางหลวง,101,,411.25,น่าน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,19.11303322,100.8099903,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45658,0.690972222,45660,0.803472222,9967827,กรมทางหลวง,ทางหลวง,3208,น้ำพุ - เหมืองผาปกค้างคาว,42.2,ราชบุรี,รถตู้,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,13.54581557,99.43564362,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45658,0.694444444,45671,0.460416667,9971412,กรมทางหลวง,ทางหลวง,41,สี่แยกโพธิ์ทอง - พัทลุง,370.2,พัทลุง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,7.70345189,99.99608666,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
2025,45658,0.698611111,45659,0.174305556,9966578,กรมทางหลวง,ทางหลวง,1195,เตว็ดใน - วังไม้ขอน,30.4,,รถจักรยานยนต์,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,อื่นๆ,แจ่มใส,17.26295238,99.83602792,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45658,0.701388889,45658,0.855555556,9966396,กรมทางหลวง,ทางหลวง,108,สะพานแม่กลาง - บ้านบ่อแก้ว,69.945,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,18.32294001,98.66497278,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025,45658,0.701388889,45659,0.883333333,9967142,กรมทางหลวง,ทางหลวง,408,หัวถนน - เฉลิมพระเกียรติ,21.2,นครศรีธรรมราช,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,8.201387053,100.0299046,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45658,0.701388889,45663,0.717361111,9969861,กรมทางหลวง,ทางหลวง,1097,เชียงกลาง - หางทุ่ง,6.75,น่าน,รถจักรยานยนต์,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,19.28132067,100.8163539,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45658,0.708333333,45658,0.797222222,9966241,กรมทางหลวง,ทางหลวง,4,,236.135,ประจวบคีรีขันธ์,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,12.42663621,99.93195444,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45658,0.708333333,45712,0.411111111,9997214,กรมทางหลวง,ทางหลวง,340,สาลี - สุพรรณบุรี,65.3,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,14.44174445,100.1343102,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2025,45658,0.710416667,45658,0.831944444,9966350,กรมทางหลวง,ทางหลวง,7,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,5.9,,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.73358917,100.6946956,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45658,0.711805556,45659,0.88125,9967131,กรมทางหลวง,ทางหลวง,4054,สะเดา - ทางเข้าด่านศุลกากรปาดังเบซาร์ (เขตแดนไทย/มาเลเซีย),3.998,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.636683171,100.3884208,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45658,0.715277778,45660,0.26875,9967401,กรมทางหลวง,ทางหลวง,3422,ลาดบัวหลวง - สองพี่น้อง,22.3,สุพรรณบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.16571047,100.0883244,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2025,45658,0.722222222,45659,0.177083333,9966583,กรมทางหลวง,ทางหลวง,1196,วังโป่ง - ด่านแม่คำมัน,11.042,,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.47837273,100.0090089,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.729166667,45660,0.2375,9967372,กรมทางหลวง,ทางหลวง,1,แยกร.พ.อานันทมหิดล - เขาวงพระจันทร์,163.628,ลพบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,14.8848581,100.6322078,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45658,0.729166667,45659,0.199305556,9995816,กรมทางหลวงชนบท,ทางหลวงชนบท,อท.2020,แยกทางหลวงหมายเลข 33 (กม.ที่ 59+640) - บ้านบางพลับ,9.8,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,,แจ่มใส,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025,45658,0.736111111,45658,0.852777778,9966401,กรมทางหลวง,ทางหลวง,1,สนามกีฬาธูปะเตมีย์ - ต่างระดับคลองหลวง,38.415,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.04661702,100.6166324,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45658,0.736111111,45663,0.49375,9969700,กรมทางหลวง,ทางหลวง,299,,133.15,มุกดาหาร,รถปิคอัพบรรทุก 4 ล้อ,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนคนเดินเท้า,แจ่มใส,16.59449544,104.4279495,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2025,45658,0.743055556,45659,0.197916667,9995821,กรมทางหลวงชนบท,ทางหลวงชนบท,ปจ.4013,แยกทางหลวงหมายเลข 3078 (กม.ที่ 5+600) - บ้านหนองค้อ,10.5,ปราจีนบุรี,รถจักรยานยนต์,ทางสี่แยก,ขับรถเร็วเกินอัตรากำหนด,ชนคนเดินเท้า,แจ่มใส,13.990614,101.611877,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2025,45658,0.75625,45659,0.885416667,9967144,กรมทางหลวง,ทางหลวง,41,ร่อนพิบูลย์ - ไม้เสียบ,324.53,นครศรีธรรมราช,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.098038435,99.88597602,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45658,0.756944444,45658,0.939583333,9966504,กรมทางหลวง,ทางหลวง,359,สระขวัญ - เขามะกา,10.45,สระแก้ว,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถย้อนศร,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,13.77350111,102.0961913,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2025,45658,0.756944444,45695,0.507638889,9985820,กรมทางหลวง,ทางหลวง,4,น้ำรอด - พ่อตาหินช้าง,438.6,ชุมพร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,10.8568369,99.24350783,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2025,45658,0.756944444,45659,0.519444444,9995826,กรมทางหลวงชนบท,ทางหลวงชนบท,รอ.4022,แยกทางหลวงหมายเลข 2043 (กม.ที่ 47+025) - บ้านกอกแก้ว (ตอนสุวรรณภูมิ),32.1,ร้อยเอ็ด,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,15.663787,104.090162,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.761111111,45658,0.938194444,9966505,กรมทางหลวง,ทางหลวง,3395,วัฒนานคร - โคคลาน,89.38,สระแก้ว,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.90985931,102.4774057,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2025,45658,0.765972222,45695,0.506944444,9985816,กรมทางหลวง,ทางหลวง,210,นิคมเชียงพิณ - หนองบัวลำภู,14.1,อุดรธานี,รถสามล้อเครื่อง,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนคนเดินเท้า,แจ่มใส,17.31524491,102.6422285,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2025,45658,0.770833333,45659,0.240277778,9966648,กรมทางหลวง,ทางหลวง,309,วังน้อย - บ้านสร้าง,6.15,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.2764835,100.6812362,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2025,45658,0.770833333,45659,0.257638889,9966682,กรมทางหลวง,ทางหลวง,4024,บางคู - ตีนเขา,1.1,,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.945695084,98.38353127,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.770833333,45659,0.804166667,9967060,กรมทางหลวง,ทางหลวง,1014,ดอยสะเก็ด - ป่าบง,9.09,,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ความประมาท/เร่งรีบ (วิ่งตัดหน้า),ชนคนเดินเท้า,แจ่มใส,18.79653528,99.10736024,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2025,45658,0.770833333,45660,0.238888889,9967367,กรมทางหลวง,ทางหลวง,1,เกษตรชัย - ตาคลี,237.018,,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,,แจ่มใส,15.32377285,100.4821761,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,45658,0.770833333,45672,0.397222222,9971953,กรมทางหลวง,ทางหลวง,4162,ต้นมะม่วง - ปากเมง,5.25,ตรัง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,7.520080713,99.34793665,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45658,0.770833333,45686,0.604861111,9979389,กรมทางหลวง,ทางหลวง,2256,ถนนโค้ง - หนองน้ำใส,5.859,ลพบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,อื่นๆ,แจ่มใส,15.07108368,101.1097071,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4
2025,45658,0.777777778,45659,0.893055556,9967156,กรมทางหลวง,ทางหลวง,41,ท่าโรงช้าง - ท่าชี,186.5,สุราษฎร์ธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.950439281,99.24137913,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025,45658,0.791666667,45659,0.234722222,9966637,กรมทางหลวง,ทางหลวง,2,ท่าพระ - ขอนแก่น,329.58,ขอนแก่น,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.37195865,102.8089471,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6
2025,45658,0.791666667,45659,0.251388889,9966670,กรมทางหลวง,ทางหลวง,309,วังน้อย - บ้านสร้าง,3.25,อยุธยา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.25550817,100.6979316,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025,45658,0.791666667,45660,0.799305556,9967808,กรมทางหลวง,ทางหลวง,4169,ทางรอบเกาะสมุย,13.1,สุราษฎร์ธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,9.449408842,100.0023884,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45658,0.791666667,45680,0.385416667,9974963,กรมทางหลวง,ทางหลวง,12,แม่ละเมา - ตาก,68.342,,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.81344811,98.97381172,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45658,0.791666667,45695,0.507638889,9985819,กรมทางหลวง,ทางหลวง,211,หนองสองห้อง - ศรีเชียงใหม่,36.075,หนองคาย,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,17.89397145,102.6003413,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45658,0.795138889,45659,0.176388889,9966575,กรมทางหลวง,ทางหลวง,1091,จุน - ห้วยคอกหมู,1.466,,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,19.33181958,100.1394661,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2025,45658,0.8,45658,0.932638889,9966487,กรมทางหลวง,ทางหลวง,7,,24.9,สมุทรปราการ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.68055944,100.8348209,5,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025,45658,0.802083333,45658,0.836111111,9966363,กรมทางหลวง,ทางหลวง,4,สระพัง - เขาวัง,151,,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,13.12769548,99.87265284,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.805555556,45660,0.300694444,9967425,กรมทางหลวง,ทางหลวง,1,,69.8,อยุธยา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.24882966,100.755056,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,45658,0.8125,45659,0.221527778,9966624,กรมทางหลวง,ทางหลวง,22,,175.969,สกลนคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,17.25572914,104.1906653,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.8125,45659,0.211111111,9995815,กรมทางหลวงชนบท,ทางหลวงชนบท,พบ.5020,แยกทางหลวงชนบท พบ.4037 (กม.ที่ 11+580) - บ้านโพธิ์ลอย,1.4,เพชรบุรี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,13.057324,99.905071,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45658,0.819444444,45659,0.213888889,9966613,กรมทางหลวง,ทางหลวง,2378,สะพานบุรีรินทร์ - ไทรงาม,27.9,,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.16864676,103.3632991,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45658,0.829861111,45694,0.398611111,9984860,กรมทางหลวง,ทางหลวง,41,เกาะมุกข์ - ควนรา,129.7,สุราษฎร์ธานี,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,9.40380413,99.16713807,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,31,32
